Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
6751cdbce163d2d31a3922b7,67854fba8e6879af1f5e764b,6751cdbce163d2d31a3922ba,67854fbc660b1ae366dcdd39,bundles,Bundles,Physical,,Product;Targets;Accessories,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67854f858e6879af1f5e37f1_bundle-main.avif,,$120.00,,standard-taxable,,,true,,,,,,,,,,,,,Mon Jan 13 2025 17:39:06 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:12 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
6751cdbce163d2d31a3922b7,67815d38b2d263990a267fd6,6751cdbce163d2d31a3922ba,67815d3a3e9af82c0b237a05,target-removal-tool,Target Removal Tool,Physical,,Product;Accessories,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67854f490f5fa994470869ad_removal-tool-main.avif,,$32.00,,standard-taxable,,,true,,,,,,,,,,,,,Fri Jan 10 2025 17:47:36 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:42 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
6751cdbce163d2d31a3922b7,67815d08944914a52a59d363,6751cdbce163d2d31a3922ba,67815d0dd1a1923daf214cd4,nails-adapters,Nails & Adapters,Physical,,Product;Accessories,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67854f00436bbe47c9c3674d_nails-adapters-main.avif,,$45.00,,standard-taxable,,,true,,,,,,,,,,,,,Fri Jan 10 2025 17:46:48 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:42 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
6751cdbce163d2d31a3922b7,67815cade0ca19e042e619d9,6751cdbce163d2d31a3922ba,67815cae1d8f2465fe935de0,adhesive-center-markers,Adhesive Center Markers,Physical,,Product,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67854eb8932ce694a4b0fe0f_adhesive-center-marker-main.avif,,$25.00,,standard-taxable,,,true,,,,,,,,,,,,,Fri Jan 10 2025 17:45:17 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:41 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
6751cdbce163d2d31a3922b7,67815c8c223a4940d8c86e53,6751cdbce163d2d31a3922ba,67815c8debd8b3a919f7d696,aerial-targets-black,Aerial Targets - Black,Physical,,Product;Targets,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67854e7370177cbc7473d62a_targets-black-main.avif,,$99.00,,standard-taxable,,,true,,,,,,,,,,,,,Fri Jan 10 2025 17:44:44 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:22 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
6751cdbce163d2d31a3922b7,67803c574e0e2afbc3d7b752,6751cdbce163d2d31a3922ba,67803c5810b9ab471764eac7,aerial-targets-white,Aerial Targets - White,Physical,,Product;Targets,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804ee02058b3191009054e_targets-white-Main.avif,https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804dc85a9d60b6bafc1542_targets-white-on-white-1.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804dca7e1b6785e73a2a55_targets-white-on-white-2.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804dd71def87a64febda63_targets-white-overhead.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804debe9cce59ec7d742e1_targets-white-box.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804df4c755b2519442fe79_targets-white-box-carry.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804dfb4eecdda3ffbc95f2_targets-white-stencil.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804e157efda7dd0f4a5d62_targets-white-open-box.jpg; https://cdn.prod.website-files.com/6751cdbce163d2d31a392298/67804e1a6889c69a0bdb36e1_targets-white-suite.jpg,$123.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Jan 09 2025 21:15:03 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 19:03:17 GMT+0000 (Coordinated Universal Time),Mon Jan 13 2025 20:00:11 GMT+0000 (Coordinated Universal Time)
